certification_type,firm_name,owners,work_description,naics_codes,physical_address,mailing_address,phone_number,fax_number,email_address,website
SBE,"Fisher Associates, P.E.,L.S.,L.A.,D.P.C.","Mr. John S Boddecker PLS, Mr. Christopher R Smith, Ms. Roseann B Schmid, Mr. Joseph S Logan PE Jr., Ms. Emily M Smith PE, Mr. Edward W Kostowniak PE, Mr. Frank J Armento AICP CEP, Brent Long, Mr. Sean Milne, Ms. Lisa Oliver, Ms. Lodovico Innocenti","Engineering Services, Drafting Services, Geophysical Surveying and Mapping Service, Administrative Management and General Management Consulting Services.","541330, 541360, 541611","121 Hillpointe Drive, Suite 100
Canonsburg, PA 15317","121 Hillpointe Drive, Suite 100
Canonsburg, PA 15317",724-916-4250,724-745-5170,licensing@fisherassoc.com,http://www.fisherassoc.com
DBE,Floriated Interpretation LLC,Elaine Price,Tropial plant maintenane servie provider for interior landsaping and nrsery garden enter.,561730,"4737 Seond Ave
Pittsburgh, PA 15207","4737 Seond Ave
Pittsburgh, PA 15207",412-607-7886,,floriatedinterpretation@ymail.com,http://www.floriatedpgh.com
DBE,Franco Associates L.P.,Rebecca Snyder,General ontrator for ommerial and instittional bilding onstrtion.,236220 562910,"5 Ardmore Bolevard
Site
Pittsburgh, PA 15221","5 Ardmore Bolevard
Site
Pittsburgh, PA 15221",412-271-3228,412-823-2560,rsnyder@francoassoc.com,http://www.francoassoc.com
DBE,Freedom Blue Investment Group LLC,Camille Ragin,Real Estate investments and Rental properties - Prhasing and primarily leading of residential bildings and dwellings sh as single-family homes apartment bildings and town homes.,531110,"36 East 9th Ave
Homestead, PA 15120","36 East 9th Ave
Homestead, PA 15120",412-414-9329,,ragingroup62@gmail.com,
DBE,Freeman and Associates LLC,Lisa Freeman,Farm and garden providing prode for vlnerable poplations at-risk of food inserity.,111219 111419 624210,"46 Jniata Street
46 Jniata Street
Pittsburgh, PA 15233","46 Jniata Street
46 Jniata Street
Pittsburgh, PA 15233",412-904-3197,412-904-3197,lisalisavip@aol.com,
DBE,Fukui Architects P.C.,Felix Fukui,Arhitetral Servies.,541310,"5 Ross Street
Pittsburgh, PA 15219","5 Ross Street
Pittsburgh, PA 15219",412-281-6001,412-281-6002,fgf@farpc.com,http://www.farpc.com
DBE,G&C Contracting Inc.,Carie Pecci,Commerial interior renovation (offie bildings retail shools) and arpet installation along with resilient floor tile or sheet.,236220,"Old Timber Trail
Pittsburgh, PA 15238","Old Timber Trail
Pittsburgh, PA 15238",412-967-9850,,gccontracting@comcast.net,
DBE,GG Polygraph and Interview Services LLC,Tamara J Hawthorne,Condts professional polygraph for private or personal lients riminal pre-employment post onvition sex offender domesti violene offender testing and pre-employment polygraphs.  Also ondts pre-employment professional interviews for all areas of pbli safety and other serity type indstries.,561611,"445 Fort Pitt Blvd.
Ste. LL
Pittsburgh, PA 15219","445 Fort Pitt Blvd.
Ste. LL
Pittsburgh, PA 15219",412-979-5911,412-322-3827,ggpolygraphs@interviewservices.net,http://www.ggpolygraphservie.com
DBE,GLA Water Consultants Inc.,Mary Farmerie,Water treament for servie ooling towers boilers and potable water systems.,238220 541380,"Brh Drive
Moon Township, PA 15108","Brh Drive
Moon Township, PA 15108",412-262-4827,412-375-7645,service@glaconsultants.com,http://www.glaconsultants.com
DBE,Geo Mechanics Inc.,MR. JAVAID ALVI,Hydrali/hydrologial stdies ompation/satration groting sbsrfae investigations field inspetion laboratory testing instrmentation environmental geotehnial/geologial engineering,541330 541380 541620 541690,"6 Mnir Drive
Elizabeth, PA 15037","6 Mnir Drive
Elizabeth, PA 15037",412-379-6300,412-379-4242,jalvi@geo-mechanics.com,
DBE,Geo-Environmental Drilling Company Inc.,Deborah Weible,Environmental and geotehnial drilling servies.,541380 541990,"33 Boda Road
Pittsburgh, PA 15147","33 Boda Road
Pittsburgh, PA 15147",412-712-1035,412-712-1039,geodaw@aol.com,http://www.geoenv.com
DBE,Gil Berry & Associates Inc.,Gil Berry,Program management onstrtion onsltant real estate developer general ontrator diversity oordinator distribtor and installer of green roofing prodts and vegetation general roof maintenane and training for roof maintenane.,238160 238310 423310 423330 444180 531390 541370 541611 541614 541620 541690 611699,"A 5th Street
Lower
West Elizabeth, PA 15088","A 5th Street
Lower
West Elizabeth, PA 15088",412-720-1448,,gilberry60@ymail.com,http://www.gilbertberryassociates.com
DBE,Glenn Johnston Inc.,Cara Harpster,Installation of ndergrond tilities. Site work paving and material haling.;,237110 237120 237210 237310 237990 484110 484220,"55 CENTER ST
MCKEESPORT, PA 15132","55 CENTER ST
MCKEESPORT, PA 15132",412-751-4642,412-751-2093,CJHARPSTER@GMAIL.COM,http://glennjohnstoninc.com
DBE,Global Display & Advertising Inc.,Yvonne Wright,Maintenane and repair of indoor/otdoor advertising displays at airports shopping malls transit vehiles.,541850,"One Oxford Centre Site 7
Pittsburgh, PA 15219","One Oxford Centre Site 7
Pittsburgh, PA 15219",404-400-4009,888-694-7236,globaldisplayadv@aol.com,http://www.globaldisplayadv.com
DBE,Go Phleb LLC,PHOENIX MOORE,Mobile phlebotomy mobile notary onsite DOT and non-DOT drg and alohol testing servies; notary servies;,541199 621999,"39 Forth Ave
Site 88
Pittsburgh, PA 15222","39 Forth Ave
Site 88
Pittsburgh, PA 15222",412-407-3729,,pmoore@gophleb.com,http://www.gophleb.com
DBE,Good Deed Closings Inc.,Karen Stipetich,Title and settlement servies,524127 541191,"58 Washington Road
Site
Pittsburgh, PA 15241","58 Washington Road
Site
Pittsburgh, PA 15241",412-835-7071,412-835-1055,kstipetich@gooddeedclosings.com,https://www.gooddeedclosings.com
DBE,Graphics 22 Signs Inc.,Jennifer Panian,Manfatrer and installer of signage prodts CRT LED and LCD sreens ADA traffi diretory abinet and lighted signage prodts.,238990 339950 423990,"5 Lytle Street
Pittsburgh, PA 15207","5 Lytle Street
Pittsburgh, PA 15207",412-422-1125,412-422-1226,jpanian@graphics22signs.com,http://www.graphics22signs.com
DBE,Gray Waste Management Corporation,Mona DeHonney,Removal and disposal of asbestos and lead ontaining materials and seletive demolition.,238110 238910 562910,"5 Main Street
Pittsburgh, PA 15235","5 Main Street
Pittsburgh, PA 15235",412-793-8200,412-793-8220,graywastemanagement@comcast.net,
DBE,Grayson Law Firm LLC,Marsha Grayson,Engaged in general pratie of law.,541110,"37 Forth Avene Site 5
Pittsburgh, PA 15222","37 Forth Avene Site 5
Pittsburgh, PA 15222",412-812-5541,412-261-4529,mgrayson@graysonlawfirm-llc.com,
DBE,Green Development and Construction LLC,Nadia L Green,Residential and ommerial onstrtion servies to inlde projet management.,236115 236116 236118 236220 238910 541611,"7 CARRIAGE DR
PLUM, PA 15239","7 CARRIAGE DR
PLUM, PA 15239",412-654-6059,,nadialg7@gmail.com,
DBE,Green World Contracting Corp,Henrietta O'Brien,General ontrator speializing in drywall installation fall protetions arpentry painting and finishing.,238130 238310 238320 238350,"67 River Avene
Natrona, PA 15065","67 River Avene
Natrona, PA 15065",724-671-7034,724-671-7035,greenworldcorp@live.com,
DBE,Greenwood McDonald Supply Co. Inc.,James McDonald,Spplier of eletrial spplies aostial and inslation dry wall HVAC aessories and ommniation servies/eqipment.,423390 423610,"33 West Main Street
Carnegie, PA 15106","33 West Main Street
Carnegie, PA 15106",412-429-6800,412-429-0718,lisa.greenwoodmcd@verizon.net,
SBE,"Ground Control Collaborative, LLC",Mr. William Belcher,Landscape Architectural Services and Landscaping Services for businesses residential and private,"541320, 561730","40 Montgomery Avenue, 4th Floor
Ardmore, PA 19003","40 Montgomery Avenue, 4th Floor
Ardmore, PA 19003",540-449-8157,,wbelcher@groundcontrol.design.com,
DBE,H & M ASSOCIATES LLC,MAUMITA MANDAL,Constrtion management exavation and site development for new onstrtion ommerial and instittional bildings water and sewage systems and distribtion natral gas pipelines and distribtion and all general onstrtion works.,221310 236220 237110 237310 238220 238910 238990,"8 HARLOW ST
PITTSBURGH, PA 15218","8 HARLOW ST
PITTSBURGH, PA 15218",412-855-7939,,admin@hmassociates-usa.com,
SBE,"H & R Excavating, Inc.","Matthew Rhodes, Jeremiah Higgins, Maria Rhodes, Daniel Rhodes, Adam Rhodes","Excavating, Earthmoving and Land Clearing Contractors - Provides site preparation services, excavation and demolition, grading, clearing and grubbing, drainage, erosion control, hydro-seeding, site utilities, water main, storm sewer, pipe laying and conduits, gas and sewer line installation, trucking and snow removal","237110, 238910, 484220, 488490, 561730","283 Reese Road
State College, PA 16801","283 Reese Road
State College, PA 16801",814-308-8205,814-308-8203,hrexcavatingkatie@windstream.net,http://www.hrexcavating.net
DBE,HRV Conformance Verification Associates Inc.,Ms. Rochelle Stachel,Tehnial otsoring of spport staffing for materials and inspetion servies.,236220 237110 237130 237310 237990,"4 Roser Road Site 4
Moon Township, PA 15108","4 Roser Road Site 4
Moon Township, PA 15108",412-600-6136,412-299-2006,hrstachel@hrvinc.com,http://www.hrvinc.com
DBE,Hall's Professional Drywall Inc.,Eileen Hall,Renovation/new onstrtion for drywall installation varios wall finishes painting and plastering.,238130 238310 238320,"67 Thomas Bolevard Rear-A
Pittsburgh, PA 15208","67 Thomas Bolevard Rear-A
Pittsburgh, PA 15208",412-273-0461,412-363-3073,eileen.hall77@gmail.com,
DBE,Harambe,Sidney McDonald,Massage Therapy Servies,621399,"5A Crawford Village
McKeesport, PA 15132","5A Crawford Village
McKeesport, PA 15132",412-654-3749,412-533-7055,sidney_mcdonald@email.com,
DBE,Hernandez Heating and Cooling LLC,Wernier Hernandez,Provides heating ventilation and ooling servies repairs maintenane and installation servies. Also provides dtwork.   NAICS 38,238220,"476 Library Road
Bethel Park, PA 15102","476 Library Road
Bethel Park, PA 15102",412-377-3148,,hvac.hernandez21@gmail.com,http://www.hernandezheatingandcooling.com
DBE,Hainley Holdings Inc.,Mary Linda Hainley,Fabriation wooden boxes rates pallets and skids for international and domesti shipment; freight brokerage and transportation arrangements storage; and hydrostati pressre vessel testing.,321920 488510 541380,"95 Maryland Avene
North Versailles, PA 15137","95 Maryland Avene
North Versailles, PA 15137",412-824-8485,412-824-8308,warden1007@windstream.net,http://www.hainleypkg.com
DBE,Heavenly Carpet Care & Restoration LLC,William McElwaine,Janitorial servies arpet and resilient floor are.  Restorative soltions sh as water extration and odor remediation.  Post onstrtion leanp and home sale preparations.,238330 561720 562910,"6466 State Road 98
Tarentum, PA 15084","6466 State Road 98
Tarentum, PA 15084",724-351-1270,,ContactUs@heavenlyccr.com,http://www.heavenlyccr.com
DBE,ICP PAINTING LLC,Eileen Pateras,ICP speializes in the painting of transmission towers sbstations tanks and/ or any type of strtral steel.,238320 424950 425120,"38 Hillsdale Ave
Pittsburgh, PA 15216","38 Hillsdale Ave
Pittsburgh, PA 15216",412-932-3839,412-343-5275,,
DBE,IVR Enterprises LLC,Darnell Ramsey,General onstrtion firm with speial fos on roofing.,236118 238160,"48 Althea Drive
Pittsburgh, PA 15235","48 Althea Drive
Pittsburgh, PA 15235",412-482-2965,412-482-2965,ivrcontracting@gmail.com,
DBE,Icon Electrical Solutions LLC,Brittany Gray,Provides ommerial and residential eletrial servies.,238210,"7 River Avene
Site 33
Pittsburgh, PA 15212","7 River Avene
Site 33
Pittsburgh, PA 15212",412-906-1451,,BrittanyG@IconPGH.com,http://www.iconelectricsolutions.com
DBE,Imbue Technology Solutions Inc.,Mr. Richard Taylor,Spplier of energy effiient lighting prodts and servies installation of energy effiient lighting prodts and energy adits.,236220 237110 237130 237310 238110 238160 238210 238220 238320 423610 541690,"6 Arh Street
Site
Carnegie, PA 15106","6 Arh Street
Site
Carnegie, PA 15106",412-276-2247,412-276-2249,rtaylor@imbutec.com,http://www.imbutec.com
DBE,Industrial Furnace Supplies Inc,Jacqueline Liddle,Sales and installation of HVAC plmbing proess pipe inslation.,238290 238310 423330,"3 Old Washington Pike
Carnegie, PA 15106","3 Old Washington Pike
Carnegie, PA 15106",412-446-0577,412-446-0578,ifsi1935@comcast.net,
DBE,Integrative Staffing Group LLC,Susan Scherfel,Temporary temporary to hire diret hire staffing ageny.  Also hman resores onsltation managed servies provider.,541612 561311 561312 561320 561330,"94 Beaver Grade Road
Coraopolis, PA 15108","94 Beaver Grade Road
Coraopolis, PA 15108",412-264-4140,412-865-0100,sscherfel@isgwork.com,http://www.isgwork.com
DBE,J & S Handyman Services,Jewell Shelby,Painting hanging and finishing drywall.,238310 238320,"556 Moore Avene
Verona, PA 15147","556 Moore Avene
Verona, PA 15147",412-795-3159,412-795-3732,jewell2737@verizon.net,
DBE,J FAB CONSULTING LLC,JoAnn Fabrizio,Provides onslting servies to small/medim/large provides staffing onslting servies organizational strategy. Marketing Conslting Servies. Advises management teams regarding onsolidation and firm-wide poliies.,541330 541511 541512 541611 541614 541618,"99 Waterfront Plae
Apt 47
Pittsburgh, PA 15222","99 Waterfront Plae
Apt 47
Pittsburgh, PA 15222",323-572-5277,,JOANN@JFABCONSULTING.COM,
DBE,J KoKo Hauling LLC,Jill Smallwood,Provides dmp trk servie - transports blk items (stone rok sand bilding debris) to jobsites and from jobsites to the landfill.,484220 562119,"55 Westmoreland Ave
Pittsburgh, PA 15206","55 Westmoreland Ave
Pittsburgh, PA 15206",412-737-8545,,jill@jkokohauling.com,http://www.jkokohauling.com
DBE,J Sterling Solutions LLC,Janell Butorac,Distribtion broker of eletrial eqipment and spplies; apparats & eqipment wiring spplies and related eqipment - merhant wholesaler.,423610 425120,"98B MKnight Road Site 4
Pittsburgh, PA 15237","98B MKnight Road Site 4
Pittsburgh, PA 15237",412-862-7344,,janell@sterlingdistr.com,http://www.sterlingdistr.com
DBE,JB Cleaning Service LLC,Jennifer Blanton,JB Cleaning Servie provides leaning soltions to both ommerial and residential failities.567,561720,"6 Colfax Street
Pittsburgh, PA 15212","6 Colfax Street
Pittsburgh, PA 15212",412-230-0816,,JennBlanton.JB@Gmail.com,
DBE,JB'S Lawncare,James Bulls,Provides landsaping snow removal light hose leanots leaf removal mlhing tree removal gardening and mobile notary.,541199 561730,"Davis Avene
Pittsburgh, PA 15212","Davis Avene
Pittsburgh, PA 15212",412-605-9449,,jamesbulls24@gmail.com,
DBE,JH TECHNICAL SERVICES INC.,Cynthia Harrison Henry,Tehnial plaement and staffing servies ontrat drafting diret plaement engineering IT and CADD personnel.,561311 561320 561330,"Meadowridge Drive
Washington, PA 15301","Meadowridge Drive
Washington, PA 15301",412-788-1174,412-788-1179,charrison@jhtechnical.com,http://www.jhtechnical.com
DBE,JLB & Associates LLC,Jennifer Boczar-Graver,Serity onslting firm.,541690,"6 Main Street
Pittsburgh, PA 15215","6 Main Street
Pittsburgh, PA 15215",412-781-5800,412-781-8057,jboczar@securityby3g.com,http://www.securityby3g.com
DBE,JMS Design Consulting Inc.,June Marcum,Provides expert reation and management of D drawings and 3D eletroni models of primarily ivil and mniipal onstrtion projets in varios disiplines inlding eletrial arhitetral strtral and proess mehanial. Software platforms inlde Mirostation (D and3D) AtoCAD (D and 3D) Atodesk Civil3D and other programs as reqired.,541330 541340,"3 Sheffield Cort
Allison Park, PA 15101","3 Sheffield Cort
Allison Park, PA 15101",412-389-3033,412-367-0988,june.marcum@jmsdci.com,http://www.jmsdci.com
DBE,Jalar Const LLC,Jermaine Younger,General ontrating firm for residential and ommerial projets speializing in interior work inlding drywall interior framing and stds flooring and painting.,236116 236118 236220 238310 238350,"353 Shadeland Avene
Pittsburgh, PA 15212","353 Shadeland Avene
Pittsburgh, PA 15212",412-292-7100,412-323-0496,jalarconstruction@verizon.net,
DBE,Jennifer Collier Trucking LLC,Jennifer Collier,Trking ompany; haling of roadway and onstrtion material.,484110,"34 Renton Rd
Pittsburgh, PA 15239","34 Renton Rd
Pittsburgh, PA 15239",412-212-1274,412-945-5164,jctrucking2008@gmail.com,
DBE,Jesben LLC,Susan Schwartz,Prode and sell a ooking sae.,311422 311941 311991,"5 Haverford Road
Pittsburgh, PA 15238","5 Haverford Road
Pittsburgh, PA 15238",412-874-3528,412-968-0744,susie@jesben.com,http://www.jesben.com
DBE,Mulberry Public Affairs LLC,Amy Kaminski,548 grassroots lobbying pbli relations and strategi ommniations government affairs bsiness development ommnity otreah and oalition bilding,541820,"4 Marlin Dr W
Pittsburgh, PA 15216","4 Marlin Dr W
Pittsburgh, PA 15216",412-512-0302,,amy@mulberrypa.com,
DBE,Multi-Lynx Companies Inc.,Aike Okolo,Professional engineering servies and information tehnology servies.,541330 541511 541512 541513,"8 Golden Gate Drive
Verona, PA 15147","8 Golden Gate Drive
Verona, PA 15147",412-798-4113,412-798-4992,info@multi-lynx.com,http://www.Multi-Lynx.com
DBE,Multi-Purpose Cleaning Service Inc.,Mary Coffey,Faility maintenane servies.,561720,"9 Chartiers Avene
Pittsburgh, PA 15220","9 Chartiers Avene
Pittsburgh, PA 15220",412-576-2570,412-922-5601,mcoffey_apcs@comcast.net,
DBE,Nate Brown Demolition LLC,Nathaniel Brown,Demolition and exavating servies;,238910,"388 Freeport Rd
Site 4
Pittsburgh, PA 15238","388 Freeport Rd
Site 4
Pittsburgh, PA 15238",412-435-6935,,nbrown@nbdemolition.com,http://www.nbdemolition.com
DBE,John J. Clark & Associates Inc.,Mr. John Clark,Management onslting marketing researh pbli opinion polling failitation and pbli involvement servie professional and management development training demographi analysis.,541330 541910,"7 River Avene Site 3
Pittsburgh, PA 15212","7 River Avene Site 3
Pittsburgh, PA 15212",412-973-9285,,john@clarkservices.net,http://www.clarkservices.net
DBE,K & M Consulting Services LLC,Benjamin Mahtani,Compter onslting and network spport.,541512,"696 Mellon Road
Pittsburgh, PA 15632","696 Mellon Road
Pittsburgh, PA 15632",412-337-7796,,benm@kandmcs.com,
DBE,K.R.J. Enterprises Inc.,Kipp Jackson,Landsaping installation and maintenane and snow removal.,541320 561730,"736 Whipple Street
Pittsburgh, PA 15218","736 Whipple Street
Pittsburgh, PA 15218",412-901-7635,412-242-2757,krjone@verizon.net,
DBE,KABEYIA & KOMPANY LLC,Kabeyia Jones,Provides bookkeeping notary payroll and tax preparation servies to individals and small bsinesses. Hman Resores Conslting Servies,541199 541213 541219 541611 541612,"7 Mrray Avene
Pittsburgh, PA 15217","7 Mrray Avene
Pittsburgh, PA 15217",412-621-9100,412-621-9102,KABEYIAKOMPANY@GMAIL.COM,http://www.kabeyia.com
DBE,KAG Engineering Inc.,Kimberly Gales,Conslting engineering and land srveying.,541330 541360 541370,"74 Brownsville Road
Pittsburgh, PA 15227","74 Brownsville Road
Pittsburgh, PA 15227",412-885-8888,412-885-5146,kagales.gales.engineer@comcast.net,
DBE,KBK Trucking Inc.,Calvin Wilson,Provides haling of road onstrtion materials asphalt stone aggregate dirt and slag.  Also provides freight trking long distane.,484121 484220,"99 Homestead-Dqesne Road
West Mifflin, PA 15122","99 Homestead-Dqesne Road
West Mifflin, PA 15122",412-292-5555,412-896-9981,calvin@kbktruckinginc.com,http://KBKTRUCKINGINC.com
DBE,KERESTES-MARTIN ASSOCIATES,Ms. Barbara Martin,Signage/graphi design firm arhitetral signage projet management planning and design development of signs.,541310 541410 541420 541430 541490,"4 Broadway St
Carnegie, PA 15106","4 Broadway St
Carnegie, PA 15106",412-429-4071,412-200-2275,LAT@thekmagroup.com,http://www.thekmagroup.com
DBE,KI Heavy Construction LLP,Kristian-Lamar Robinson,Constrtion,237310 237990 238110 238120 238140 238990,"39 Haymaker Road
Monroeville, PA 15146","39 Haymaker Road
Monroeville, PA 15146",412-565-9405,,KI.Heavy.Construction@Gmail.com,
DBE,KSC Enterprise LLC,Karen Denton,Provides a wide variety of ommerial leaning servies speializing in all floor are window leaning power washing sanitizations speialized MRSA leaning and onstrtion lean p.,238990 561720 561790,"65 Soth Ave
615 South Ave., PA 15221","65 Soth Ave
615 South Ave., PA 15221",412-377-9732,412-377-9732,k.denton.egc@gmail.com,http://www.ksc.cleaning
DBE,Karen Brean Associates,Karen Brean,Professional onsltant strategi planning rban design pbli partiipation ommnity development land se and development isses.,541320 541820,"645 Living Plae Site
Pittsburgh, PA 15206","645 Living Plae Site
Pittsburgh, PA 15206",412-354-2655,412-354-2655,karen@breanassociates.com,http://www.breanassociates.com
DBE,Keystone Acquisition Services Corporation,Ericka Ehrenberger,Provides fll servie right-of way aqisition firm whih provides title researh appraisal servies reloation servies negotiations ondemnation spport projet management plan review and property management,531320 531390 541191,"3 MKnight East Drive
Site 3
Pittsburgh, PA 15237","3 MKnight East Drive
Site 3
Pittsburgh, PA 15237",412-364-8612,412-364-8613,ericka@keystoneacquisitions.com,http://keystoneacquisitions.com
SBE,"Keystone Acquisition Services, Corp","Mr. Jay F Broadbent, Mr. Michael P Broadbent",Provides right of way acquisition including property management; relocation services; appraisal services; title and settlement services; negotiation of full and partial takings; condemnation assistance; and expert witness testimony,"531320, 531390, 541191","3200 McKnight East Drive
Suite 3204
Pittsburgh, PA 15237","3200 McKnight East Drive
Suite 3204
Pittsburgh, PA 15237",412-364-8612,,mike@keystoneacquisitions.com,http://www.keystoneacquisitions.com
DBE,Keystone Electrical Systems Inc.,Kathy Arbogast,Eletrial ontrating ompany that provides residential ommerial and indstrial wiring.,238210,"5 Third Street
North Versailles, PA 15137","5 Third Street
North Versailles, PA 15137",412-823-5500,412-823-7036,kathy@keystoneelectric.biz,http://www.keystoneelectric.biz
DBE,Kline Corporation,Ms. Brianna Kline,Prhase and deliver varios onstrtion materials for Amerian Water.,425120 512110 541612 541690,"43 Beaver Street
Sewickley, PA 15143","43 Beaver Street
Sewickley, PA 15143",412-370-1733,,brianna@theklinecorp.com,http://www.theklinecorp.com
DBE,Koryak Consulting Inc.,MR. SURESH RAMANATHAN,Management onslting and information tehnology onslting.,541511 541512 541513 541611,"3 Kinvara Drive
Pittsburgh, PA 15237","3 Kinvara Drive
Pittsburgh, PA 15237",412-364-6600,412-364-6600,sramanathan@koryak.com,http://www.koryak.com
DBE,L & E Concrete Pumping Inc.,Donna Femc,Conrete pmping servies manfatrer's representative for Ptzmeister and provides repairs for pmping eqipment.,238110 425120 811310,"69 Lowries Rn Road
Pittsburgh, PA 15237","69 Lowries Rn Road
Pittsburgh, PA 15237",412-366-1500,412-366-2009,le.concpump@verizon.net,http://www.LEConcrete.com
DBE,L. Faulk General Contractor,Louis Faulk,Residential/ommerial onstrtion remodeling demolition lean ot snow removal.,236118,"59 Roberts Street
Pittsburgh, PA 15219","59 Roberts Street
Pittsburgh, PA 15219",412-475-2620,412-471-2837,lfaulk38@hotmail.com,
DBE,L.M. Colker Company Inc.,Saundra Hanberry,Janitorial spplies ompany.,423850 424690 459999,"68 Penn Avene
Pittsburgh, PA 15222","68 Penn Avene
Pittsburgh, PA 15222",412-391-1955,412-391-1963,s.hanberry@colkercompany.com,http://www.colkerjanitorial.com
DBE,LCG Supplies Inc.,Mary Lou Robinson,Broker of personal protetive eqipment sh as work gloves ear & eye protetion refletive lothing hard hats traffi ones overalls rainwear fall protetion.,423320 423390 424210 425120 611699,"8 Indstrial Bolevard
New Kensington, PA 15068","8 Indstrial Bolevard
New Kensington, PA 15068",412-310-6093,,ml.robinson@lcgsupplies.com,http://www.lcgsupplies.com
DBE,LWY & Associates LLC,Cynthia Yates,LWY & Assoiates LLC is a ommerial leaning bsiness that provides a leaning servie for non-profit and for-profit bsinesses with their daily offie post and preonstrtion leaning servies. 567 3899,238990 561720,"737 Williamsbrg Plae
Pittsburgh, PA 15235","737 Williamsbrg Plae
Pittsburgh, PA 15235",412-855-6891,,LWYandAssociatesLLC@Gmail.com,
DBE,Lady Carpenter LLC,Tenika D Chavis,Commerial and residential interior onstrtion and remodeling servies sh as framing drywall flooring door installation paint trim and molding tile eilings and finishing;,236118 238130 238310 238320 238330 238350,"7 River Avene
Pittsburgh, PA 15213","7 River Avene
Pittsburgh, PA 15213",412-401-2083,,tenika@TheLadyCarpenter.com,
DBE,Larry Johnson Heating and Cooling,Larry Johnson,Plmbing heating and air onditioning ontator and handyman onstrtion servies for residential bildings.,238220,"353 Diana Street
Pittsburgh, PA 15212","353 Diana Street
Pittsburgh, PA 15212",412-277-8995,,larjonsr@yahoo.com,
DBE,Law Office of Nicole D. Manison,Nicole Manison,Real estate onsltant for development projets and legal representation of individals and organizations in personal injry family estates landlord/tenant and real estate.,541110,"P.O. Box 5
Pittsburgh, PA 15230","P.O. Box 5
Pittsburgh, PA 15230",412-281-1514,412-704-7664,nmanison@msn.com,
DBE,LEWCO Construction and Services LLC,Waitcell Avery Jr.,Complete remodeling and new onstrtion of kithens baths game rooms flooring deks drywall plmbing eletrial metal framing and finish work.,236118 238130 238220 238310,"844 Dolores Drive
South Park, PA 15129","844 Dolores Drive
South Park, PA 15129",412-551-0081,412-551-0081,lewcoconstruction@msn.com,http://www.lewcoconstruction.com
DBE,LINEAGE Historic Preservation Services LLC,Teresa Duff,Provides ondition assessments stabilization onservation maintenane planning repair restoration interpretation and long-term management of ltral heritage objets and strtres onsltation for histori resore srveys for landmark designation ertified loal government appliation writing and keystone grants for histori preservation projets.;,541310 541690 541720,"75 Straight Street
Sewickley, PA 15143","75 Straight Street
Sewickley, PA 15143",412-353-9780,,tereas@lineage-hps.com,
DBE,LOW COUNTRY BUILDING SOLUTIONS LLC,Mona H. Minnie,Manfatrer's representative for 'Green' sstainable and LEED bilding prodts and GreenBlok inslated onrete forms.  Also provides onsltation to lients on onstrtion prodts to be sed in new and renovated ommerial and residential homes to meet the ever inreasing demands of energy effiient bilding systems.,236118 238120 238130 238140 238310 238350 423330 423390 423510 425120 541420 561730 562910,"455 Spring Garden Ave
Pittsburgh, PA 15212","455 Spring Garden Ave
Pittsburgh, PA 15212",412-458-0037,412-532-3735,mona@lowcountryres.com,http://www.lowcountryres.com
DBE,Law Office of Rosalyn Guy-McCorkle,Rosalyn Guy-McCorkle,Legal pratie.,541110,"445 Fort Pitt Bolevard
Site
Pittsburgh, PA 15219","445 Fort Pitt Bolevard
Site
Pittsburgh, PA 15219",412-281-8250,412-261-8260,fortpittlaw@verizon.net,
DBE,Lawrence Palmer General Contracting and Home Improvement Services LLC,Lawrence Palmer,Provides general ontrating and home improvement servies speifially in the areas of drywall finished arpentry painting flooring plmbing and eletrial work.,238210 238220 238310 238320 238330 238350,"6 Tweed Street
Pittsburgh, PA 15204","6 Tweed Street
Pittsburgh, PA 15204",412-808-8930,,lawrencepalmer932@gmail.com,
DBE,Lexmen Construction LLC,Elexis Hemingway,Bridge onstrtion; Bridge deking onstrtion; Repair highway road street bridge or airport rnway; Resrfaing highway road street bridge or airport rnway; Road onstrtion; Pored Conrete Fondation and Strtre Contrators; Strtral Steel and Preast Conrete Contrators,237310 238110 238120,"4 Pale's Ln
West Mifflin, PA 15122","4 Pale's Ln
West Mifflin, PA 15122",412-969-7930,412-774-2528,elexishemingway707@gmail.com,http://Lexmenconstruction.com
DBE,Life's Journey Counseling Services LLC,Callie Scott,Private pratie in onseling fosed on addressing mental health onerns in hildren adolesents and adlts. Isses sh as anxiety depression grief & loss stress shool/areer and relationships are jst a few onerns that an be addressed in either individal family grop or oples/marriage onseling.,621330 624110 624190,"3948 Monroeville Blvd Unit-5
Monroeville, PA 15146","3948 Monroeville Blvd Unit-5
Monroeville, PA 15146",412-512-2524,412-368-9235,lifesjourneycounseling@yahoo.com,http://https://www.lifesjourney-cs.com
DBE,Life-Long Lessons LLC,Michele Ellison,Pbli speaking training/edation throgh workshops/seminars pbliations program development/evalation psyho-soial spirital assessments onseling onsltation in hman servies to enhane healing and soial fntioning of individals families and ommnities.,424110 541611 611710 621999 624190 711510,"5 Garetta Street
#94B
Pittsburgh, PA 15217","5 Garetta Street
#94B
Pittsburgh, PA 15217",412-431-1640,412-478-7350,michelepellison7@gmail.com,http://www.life-longlessons.com
